Day,Hour,Temp
16,12,0.80859375
16,13,0.8203125
16,14,0.7578125
16,15,0.73046875
16,16,0.7734375
16,17,0.7890625
16,18,0.78515625
16,19,0.77734375
16,20,0.78515625
16,21,0.78125
16,22,0.78125
16,23,0.7734375
16,24,0.7421875
17,1,0.75
17,2,0.7578125
17,3,0.765625
17,4,0.74609375
17,5,0.75
17,6,0.7578125
17,7,0.75
17,8,0.77734375
17,9,0.78515625
17,10,0.8203125
17,11,0.84765625
17,12,0.84765625
17,13,0.8671875
17,14,0.859375
17,15,0.8671875
17,16,0.88671875
17,17,0.8515625
17,18,0.8125
17,19,0.796875
17,20,0.79296875
17,21,0.78515625
17,22,0.7734375
17,23,0.7734375
17,24,0.76953125
18,1,0.76953125
18,2,0.76953125
18,3,0.765625
18,4,0.75
18,5,0.734375
18,6,0.73828125
18,7,0.75390625
18,8,0.81640625
18,9,0.85546875
18,10,0.89453125
18,11,0.91796875
18,12,0.93359375
18,13,0.92578125
18,14,0.94140625
18,15,0.93359375
18,16,0.89453125
18,17,0.87890625
18,18,0.84765625
18,19,0.7890625
18,20,0.765625
18,21,0.75
18,22,0.73828125
18,23,0.74609375
18,24,0.75
19,1,0.7265625
19,2,0.72265625
19,3,0.7109375
19,4,0.70703125
19,5,0.70703125
19,6,0.69921875
19,7,0.70703125
19,8,0.75390625
19,9,0.78515625
19,10,0.8203125
19,11,0.84375
19,12,0.8671875
19,13,0.8984375
19,14,0.84765625
19,15,0.89453125
19,16,0.90234375
19,17,0.89453125
19,18,0.890625
19,19,0.859375
19,20,0.85546875
19,21,0.84375
19,22,0.80859375
19,23,0.7890625
19,24,0.78125
20,1,0.765625
20,2,0.76171875
20,3,0.75390625
20,4,0.75390625
20,5,0.75
20,6,0.7421875
20,7,0.7578125
20,8,0.796875
20,9,0.8515625
20,10,0.85546875
20,11,0.90234375
20,12,0.9296875
20,13,0.94921875
20,14,0.96875
20,15,1
20,16,0.96484375
20,17,0.93359375
20,18,0.8984375
20,19,0.85546875
20,20,0.85546875
20,21,0.82421875
20,22,0.83203125
20,23,0.81640625
20,24,0.8046875
21,1,0.80859375
21,2,0.79296875
21,3,0.7890625
21,4,0.78125
21,5,0.7734375
21,6,0.75390625
21,7,0.765625
21,8,0.80078125
21,9,0.8203125
21,10,0.85546875
21,11,0.90234375
21,12,0.91015625
21,13,0.96875
21,14,0.97265625
21,15,0.97265625
21,16,0.9453125
21,17,0.91796875
21,18,0.87890625
21,19,0.84375
21,20,0.828125
21,21,0.796875
21,22,0.78515625
21,23,0.77734375
21,24,0.7890625
22,1,0.79296875
22,2,0.796875
22,3,0.78515625
22,4,0.76953125
22,5,0.765625
22,6,0.76953125
22,7,0.7734375
22,8,0.79296875
22,9,0.86328125
22,10,0.92578125
22,11,0.94921875
22,12,0.984375
22,13,0.99609375
22,14,0.98828125
22,15,0.96484375
22,16,0.9140625
22,17,0.890625
22,18,0.83984375
22,19,0.8203125
22,20,0.80859375
22,21,0.8046875
22,22,0.8046875
22,23,0.80078125
22,24,0.8046875
23,1,0.79296875
23,2,0.796875
23,3,0.79296875
23,4,0.78515625
23,5,0.78515625
23,6,0.7890625
23,7,0.80078125
23,8,0.81640625
23,9,0.8359375
23,10,0.8671875
23,11,0.92578125
23,12,0.9140625
23,13,0.91796875
23,14,0.94140625
23,15,0.89453125
23,16,0.90234375
23,17,0.88671875
23,18,0.8359375
23,19,0.80078125
23,20,0.78515625
23,21,0.78125
23,22,0.7890625
23,23,0.78515625
23,24,0.78515625
24,1,0.7734375
24,2,0.76953125
24,3,0.76953125
24,4,0.76953125
24,5,0.76953125
24,6,0.765625
24,7,0.7734375
24,8,0.796875
24,9,0.875
24,10,0.8828125
24,11,0.90234375
24,12,0.9140625
24,13,0.9296875
24,14,0.921875
24,15,0.92578125
24,16,0.90625
24,17,0.87109375
24,18,0.828125
24,19,0.79296875
24,20,0.78515625
24,21,0.78125
24,22,0.76953125
24,23,0.7734375
24,24,0.76953125
25,1,0.7734375
25,2,0.76171875
25,3,0.76171875
25,4,0.7578125
25,5,0.76171875
25,6,0.76171875
25,7,0.76171875
25,8,0.78515625
25,9,0.8203125
25,10,0.88671875
25,11,0.8671875
25,12,0.89453125
25,13,0.8984375
25,14,0.91015625
25,15,0.90234375
25,16,0.8828125
25,17,0.84375
25,18,0.8046875
25,19,0.76953125
25,20,0.75390625
25,21,0.765625
25,22,0.7578125
25,23,0.75
25,24,0.75
26,1,0.74609375
26,2,0.734375
26,3,0.734375
26,4,0.7421875
26,5,0.734375
26,6,0.734375
26,7,0.73828125
26,8,0.7734375
26,9,0.78125
26,10,0.78515625
26,11,0.80859375
26,12,0.890625
26,13,0.8828125
26,14,0.84375
26,15,0.81640625
26,16,0.81640625
26,17,0.83203125
26,18,0.80859375
26,19,0.7890625
26,20,0.78515625
26,21,0.77734375
26,22,0.76953125
26,23,0.765625
26,24,0.765625
27,1,0.765625
27,2,0.75390625
27,3,0.7421875
27,4,0.75
27,5,0.7578125
27,6,0.75
27,7,0.7578125
27,8,0.8046875
27,9,0.84765625
27,10,0.890625
27,11,0.8671875
27,12,0.87109375
27,13,0.87890625
27,14,0.86328125
27,15,0.84765625
27,16,0.8671875
27,17,0.8671875
27,18,0.8359375
27,19,0.80859375
27,20,0.8125
27,21,0.79296875
27,22,0.78125
27,23,0.78125
27,24,0.7890625
28,1,0.77734375
28,2,0.78125
28,3,0.7578125
28,4,0.75390625
28,5,0.74609375
28,6,0.734375
28,7,0.73046875
28,8,0.7734375
28,9,0.796875
28,10,0.84375
28,11,0.875
28,12,0.8984375
28,13,0.90234375
28,14,0.875
28,15,0.89453125
28,16,0.8984375
28,17,0.8828125
28,18,0.86328125
28,19,0.8359375
28,20,0.84765625
28,21,0.8359375
28,22,0.828125
28,23,0.81640625
28,24,0.8046875
29,1,0.7890625
29,2,0.78125
29,3,0.7734375
29,4,0.7734375
29,5,0.75390625
29,6,0.74609375
29,7,0.76171875
29,8,0.80078125
29,9,0.8671875
29,10,0.921875
29,11,0.93359375
29,12,0.96875
29,13,0.9453125
29,14,0.953125
29,15,0.96484375
29,16,0.9453125
29,17,0.9140625
29,18,0.8828125
29,19,0.86328125
29,20,0.85546875
29,21,0.8515625
29,22,0.83984375
29,23,0.81640625
29,24,0.7890625
30,1,0.78125
30,2,0.77734375
30,3,0.7734375
30,4,0.765625
30,5,0.7578125
30,6,0.75390625
30,7,0.76171875
30,8,0.80078125
30,9,0.84375
30,10,0.87109375
30,11,0.89453125
30,12,0.921875
30,13,0.91015625
30,14,0.8984375
30,15,0.87890625
30,16,0.9296875
30,17,0.91015625
30,18,0.8671875
30,19,0.81640625
30,20,0.796875
30,21,0.77734375
30,22,0.7890625
30,23,0.77734375
30,24,0.765625
31,1,0.765625
31,2,0.75390625
31,3,0.7578125
31,4,0.76953125
31,5,0.75390625
31,6,0.74609375
31,7,0.7578125
31,8,0.78515625
31,9,0.86328125
31,10,0.87890625
31,11,0.9375
31,12,0.94921875
31,13,0.91796875
31,14,0.9296875
31,15,0.91015625
31,16,0.89453125
31,17,0.8828125
31,18,0.828125
31,19,0.796875
31,20,0.7890625
31,21,0.7890625
31,22,0.7890625
31,23,0.7890625
31,24,0.77734375
32,1,0.7734375
32,2,0.76171875
32,3,0.7578125
32,4,0.75
32,5,0.734375
32,6,0.734375
32,7,0.74609375
32,8,0.7890625
32,9,0.82421875
32,10,0.8125
32,11,0.8828125
32,12,0.89453125
32,13,0.90625
32,14,0.90625
32,15,0.890625
32,16,0.875
32,17,0.83984375
32,18,0.80078125
32,19,0.765625
32,20,0.76171875
32,21,0.7578125
32,22,0.76171875
32,23,0.76171875
32,24,0.75
33,1,0.75390625
33,2,0.74609375
33,3,0.73828125
33,4,0.74609375
33,5,0.7265625
33,6,0.7265625
33,7,0.73046875
33,8,0.7734375
33,9,0.79296875
33,10,0.8515625
33,11,0.875
33,12,0.90234375
33,13,0.91015625
33,14,0.91015625
33,15,0.890625
33,16,0.875
33,17,0.83203125
33,18,0.78515625
33,19,0.75390625
33,20,0.734375
33,21,0.734375
33,22,0.734375
33,23,0.73828125
33,24,0.73828125
34,1,0.734375
34,2,0.71875
34,3,0.71875
34,4,0.71875
34,5,0.72265625
34,6,0.72265625
34,7,0.734375
34,8,0.76171875
34,9,0.7890625
34,10,0.8515625
34,11,0.8984375
34,12,0.890625
34,13,0.890625
34,14,0.90234375
34,15,0.8984375
34,16,0.84765625
34,17,0.84375
34,18,0.796875
34,19,0.7578125
34,20,0.74609375
34,21,0.7421875
34,22,0.7421875
34,23,0.74609375
34,24,0.7421875
35,1,0.734375
35,2,0.73046875
35,3,0.73046875
35,4,0.73046875
35,5,0.73046875
35,6,0.72265625
35,7,0.7421875
35,8,0.77734375
35,9,0.80078125
35,10,0.84765625
35,11,0.875
35,12,0.8984375
35,13,0.90234375
35,14,0.9140625
35,15,0.90625
35,16,0.86328125
35,17,0.83984375
35,18,0.7890625
35,19,0.76171875
35,20,0.75390625
35,21,0.75390625
35,22,0.74609375
35,23,0.74609375
35,24,0.7421875
36,1,0.734375
36,2,0.7265625
36,3,0.72265625
36,4,0.72265625
36,5,0.71875
36,6,0.71484375
36,7,0.7265625
36,8,0.77734375
36,9,0.8046875
36,10,0.8515625
36,11,0.890625
36,12,0.90625
36,13,0.91015625
36,14,0.9140625
36,15,0.89453125
36,16,0.875
36,17,0.83203125
36,18,0.7890625
36,19,0.75
36,20,0.74609375
36,21,0.73828125
36,22,0.73828125
36,23,0.73046875
36,24,0.7265625
37,1,0.72265625
37,2,0.71875
37,3,0.71484375
37,4,0.70703125
37,5,0.69921875
37,6,0.703125
37,7,0.7109375
37,8,0.78125
37,9,0.828125
37,10,0.85546875
37,11,0.92578125
37,12,0.84765625
37,13,0.84765625
37,14,0.8828125
37,15,0.89453125
37,16,0.875
37,17,0.85546875
37,18,0.82421875
37,19,0.8125
37,20,0.8046875
37,21,0.7890625
37,22,0.7890625
37,23,0.77734375
37,24,0.76953125
38,1,0.765625
38,2,0.7578125
38,3,0.75
38,4,0.7421875
38,5,0.73828125
38,6,0.7421875
38,7,0.75
38,8,0.76953125
38,9,0.8046875
38,10,0.83203125
38,11,0.82421875
38,12,0.86328125
38,13,0.84765625
38,14,0.8984375
38,15,0.921875
38,16,0.91015625
38,17,0.88671875
38,18,0.86328125
38,19,0.84765625
38,20,0.84765625
38,21,0.85546875
38,22,0.84765625
38,23,0.8359375
38,24,0.82421875
39,1,0.8203125
39,2,0.81640625
39,3,0.81640625
39,4,0.8046875
39,5,0.81640625
39,6,0.81640625
39,7,0.80859375
39,8,0.84375
39,9,0.8828125
39,10,0.9296875
39,11,0.953125
39,12,0.94921875
39,13,0.94921875
39,14,0.89453125
39,15,0.8984375
39,16,0.890625
39,17,0.8046875
39,18,0.8046875
39,19,0.77734375
39,20,0.734375
39,21,0.703125
39,22,0.71484375
39,23,0.75
39,24,0.7578125
40,1,0.75
40,2,0.78125
40,3,0.76953125
40,4,0.76953125
40,5,0.765625
40,6,0.765625
40,7,0.7734375
40,8,0.80078125
40,9,0.84765625
40,10,0.8828125
40,11,0.90625
40,12,0.921875
40,13,0.9375
40,14,0.90625
40,15,0.91015625
40,16,0.91015625
40,17,0.921875
40,18,0.8515625
40,19,0.84375
40,20,0.8515625
40,21,0.828125
40,22,0.734375
40,23,0.7109375
40,24,0.7421875
41,1,0.765625
41,2,0.78125
41,3,0.7734375
41,4,0.765625
41,5,0.76953125
41,6,0.75
41,7,0.76953125
41,8,0.828125
41,9,0.84375
41,10,0.89453125
41,11,0.9140625
41,12,0.90234375
41,13,0.94140625
41,14,0.88671875
41,15,0.9140625
41,16,0.87109375
41,17,0.859375
41,18,0.81640625
41,19,0.79296875
41,20,0.78125
41,21,0.77734375
41,22,0.7734375
41,23,0.7734375
41,24,0.76171875
42,1,0.75
42,2,0.7578125
42,3,0.75
42,4,0.76171875
42,5,0.75390625
42,6,0.75390625
42,7,0.76171875
42,8,0.81640625
42,9,0.84375
42,10,0.92578125
42,11,0.8984375
42,12,0.9453125
42,13,0.89453125
42,14,0.91796875
42,15,0.9296875
42,16,0.9140625
42,17,0.890625
42,18,0.88671875
42,19,0.7890625
42,20,0.7734375
42,21,0.80859375
42,22,0.83203125
42,23,0.8125
42,24,0.828125
43,1,0.8125
43,2,0.7421875
43,3,0.703125
43,4,0.7265625
43,5,0.70703125
43,6,0.69140625
43,7,0.66796875
43,8,0.67578125
43,9,0.65625
43,10,0.6640625
43,11,0.66796875
43,12,0.68359375
43,13,0.72265625
43,14,0.7734375
43,15,0.78125
43,16,0.79296875
43,17,0.77734375
43,18,0.72265625
43,19,0.71875
43,20,0.71484375
43,21,0.74609375
43,22,0.75390625
43,23,0.75390625
43,24,0.7578125
44,1,0.7578125
44,2,0.73828125
44,3,0.734375
44,4,0.7421875
44,5,0.71484375
44,6,0.7265625
44,7,0.71484375
44,8,0.73828125
44,9,0.75390625
44,10,0.7734375
44,11,0.83203125
44,12,0.85546875
44,13,0.86328125
44,14,0.8203125
44,15,0.828125
44,16,0.82421875
44,17,0.79296875
44,18,0.78515625
44,19,0.7734375
44,20,0.76953125
44,21,0.7734375
44,22,0.7734375
44,23,0.77734375
44,24,0.77734375
45,1,0.75390625
45,2,0.74609375
45,3,0.7421875
45,4,0.75
45,5,0.7421875
45,6,0.73828125
45,7,0.74609375
45,8,0.79296875
45,9,0.85546875
45,10,0.890625
45,11,0.92578125
45,12,0.9140625
45,13,0.88671875
45,14,0.87109375
45,15,0.9140625
45,16,0.875
45,17,0.875
45,18,0.80859375
45,19,0.78125
45,20,0.765625
45,21,0.7578125
45,22,0.7578125
45,23,0.76171875
45,24,0.75
46,1,0.7578125
46,2,0.75
46,3,0.73828125
46,4,0.74609375
46,5,0.72265625
46,6,0.73046875
46,7,0.7578125
46,8,0.79296875
46,9,0.8828125
46,10,0.87890625
46,11,0.953125
46,12,0.96484375
46,13,0.96484375
46,14,0.9609375
46,15,0.921875
46,16,0.90234375
46,17,0.86328125
46,18,0.828125
46,19,0.79296875
46,20,0.78125
46,21,0.7734375
46,22,0.76953125
46,23,0.765625
46,24,0.7578125
47,1,0.74609375
47,2,0.74609375
47,3,0.73828125
47,4,0.74609375
47,5,0.7421875
47,6,0.734375
47,7,0.7421875
47,8,0.82421875
47,9,0.89453125
47,10,0.8984375
47,11,0.94140625
47,12,0.93359375
47,13,0.984375
47,14,0.9453125
47,15,0.9375
47,16,0.90234375
47,17,0.8828125
47,18,0.84375
47,19,0.80859375
47,20,0.8046875
47,21,0.79296875
47,22,0.7890625
47,23,0.77734375
47,24,0.77734375
48,1,0.765625
48,2,0.75390625
48,3,0.75
48,4,0.75390625
48,5,0.75
48,6,0.7421875
48,7,0.7578125
48,8,0.7734375
48,9,0.8203125
48,10,0.8515625
48,11,0.92578125
48,12,0.9609375
48,13,0.953125
48,14,0.9453125
48,15,0.88671875
48,16,0.875
48,17,0.8515625
48,18,0.79296875
48,19,0.7734375
48,20,0.7734375
48,21,0.77734375
48,22,0.76953125
48,23,0.765625
48,24,0.76171875
49,1,0.76171875
49,2,0.765625
49,3,0.765625
49,4,0.765625
49,5,0.76953125
49,6,0.765625
49,7,0.75
49,8,0.703125
49,9,0.68359375
49,10,0.80859375
49,11,0.7890625
49,12,0.71875
49,13,0.65625
49,14,0.6484375
49,15,0.66015625
49,16,0.66015625
49,17,0.6796875
49,18,0.671875
49,19,0.67578125
49,20,0.69140625
49,21,0.69921875
49,22,0.71484375
49,23,0.71484375
49,24,0.71875
50,1,0.69921875
50,2,0.70703125
50,3,0.69140625
50,4,0.6796875
50,5,0.6640625
50,6,0.66796875
50,7,0.66796875
50,8,0.67578125
50,9,0.671875
50,10,0.671875
50,11,0.67578125
50,12,0.671875
50,13,0.66015625
50,14,0.65625
50,15,0.66015625
50,16,0.66015625
50,17,0.66015625
50,18,0.671875
50,19,0.6953125
50,20,0.703125
50,21,0.6875
50,22,0.67578125
50,23,0.66796875
50,24,0.6640625
51,1,0.66796875
51,2,0.66796875
51,3,0.66015625
51,4,0.65625
51,5,0.66796875
51,6,0.6796875
51,7,0.65234375
51,8,0.6328125
51,9,0.63671875
51,10,0.63671875
51,11,0.62890625
51,12,0.6328125
51,13,0.640625
51,14,0.6328125
51,15,0.63671875
51,16,0.62109375
51,17,0.62109375
51,18,0.62890625
51,19,0.625
51,20,0.62890625
51,21,0.62890625
51,22,0.6328125
51,23,0.6171875
51,24,0.62109375
52,1,0.62109375
52,2,0.6171875
52,3,0.6015625
52,4,0.60546875
52,5,0.6015625
52,6,0.60546875
52,7,0.60546875
52,8,0.61328125
52,9,0.62890625
52,10,0.60546875
52,11,0.63671875
52,12,0.625
52,13,0.65234375
52,14,0.64453125
52,15,0.6796875
52,16,0.68359375
52,17,0.6796875
52,18,0.6640625
52,19,0.671875
52,20,0.6640625
52,21,0.69921875
52,22,0.71484375
52,23,0.703125
52,24,0.6875
53,1,0.70703125
53,2,0.72265625
53,3,0.7265625
53,4,0.7421875
53,5,0.7421875
53,6,0.72265625
53,7,0.70703125
53,8,0.66796875
53,9,0.66015625
53,10,0.68359375
53,11,0.8203125
53,12,0.81640625
53,13,0.8359375
53,14,0.82421875
53,15,0.8046875
53,16,0.80859375
53,17,0.7734375
53,18,0.765625
53,19,0.75390625
53,20,0.7421875
53,21,0.734375
53,22,0.7421875
53,23,0.734375
53,24,0.73046875
54,1,0.72265625
54,2,0.71875
54,3,0.7109375
54,4,0.70703125
54,5,0.703125
54,6,0.69921875
54,7,0.703125
54,8,0.73046875
54,9,0.78125
54,10,0.8359375
54,11,0.8203125
54,12,0.81640625
54,13,0.83203125
54,14,0.8359375
54,15,0.8203125
54,16,0.8203125
54,17,0.8359375
54,18,0.79296875
54,19,0.7734375
54,20,0.7578125
54,21,0.75390625
54,22,0.75
54,23,0.734375
54,24,0.734375
55,1,0.7265625
55,2,0.71875
55,3,0.7109375
55,4,0.71484375
55,5,0.70703125
55,6,0.69921875
55,7,0.703125
55,8,0.73828125
55,9,0.7734375
55,10,0.80859375
55,11,0.83203125
55,12,0.82421875
55,13,0.8359375
55,14,0.84375
55,15,0.8515625
55,16,0.85546875
55,17,0.81640625
55,18,0.78515625
55,19,0.7734375
55,20,0.7734375
55,21,0.77734375
55,22,0.76953125
55,23,0.75
55,24,0.7578125
56,1,0.75390625
56,2,0.7578125
56,3,0.75
56,4,0.73828125
56,5,0.734375
56,6,0.72265625
56,7,0.73046875
56,8,0.76953125
56,9,0.8359375
56,10,0.8046875
56,11,0.875
56,12,0.91796875
56,13,0.93359375
56,14,0.9375
56,15,0.859375
56,16,0.7890625
56,17,0.7890625
56,18,0.78125
56,19,0.75
56,20,0.734375
56,21,0.71875
56,22,0.72265625
56,23,0.703125
56,24,0.6640625
57,1,0.6328125
57,2,0.60546875
57,3,0.6015625
57,4,0.625
57,5,0.625
57,6,0.6328125
57,7,0.640625
57,8,0.68359375
57,9,0.73828125
57,10,0.75390625
57,11,0.75390625
57,12,0.8046875
57,13,0.80859375
57,14,0.8125
57,15,0.76953125
57,16,0.7421875
57,17,0.72265625
57,18,0.70703125
57,19,0.6875
57,20,0.6796875
57,21,0.6796875
57,22,0.6640625
57,23,0.66796875
57,24,0.67578125
58,1,0.6640625
58,2,0.65234375
58,3,0.6484375
58,4,0.64453125
58,5,0.640625
58,6,0.6328125
58,7,0.62890625
58,8,0.62890625
58,9,0.640625
58,10,0.63671875
58,11,0.65234375
58,12,0.69140625
58,13,0.71875
58,14,0.71484375
58,15,0.70703125
58,16,0.69921875
58,17,0.6875
58,18,0.69140625
58,19,0.671875
58,20,0.64453125
58,21,0.65234375
58,22,0.6484375
58,23,0.640625
58,24,0.640625
59,1,0.63671875
59,2,0.6328125
59,3,0.63671875
59,4,0.625
59,5,0.62109375
59,6,0.61328125
59,7,0.609375
59,8,0.6328125
59,9,0.671875
59,10,0.7109375
59,11,0.75
59,12,0.78125
59,13,0.8125
59,14,0.796875
59,15,0.7890625
59,16,0.7734375
59,17,0.734375
59,18,0.69140625
59,19,0.66015625
59,20,0.66796875
59,21,0.6328125
59,22,0.64453125
