Day,Hour,Dir,Spd,Temp,Radiation
13,13,280.0,0.053691275,0.87109375,0.259365994
13,14,270.0,0.046979866,0.89453125,0.331412104
13,15,270.0,0.080536913,0.90625,0.30259366
13,16,280.0,0.087248322,0.91796875,0.42074928
13,17,270.0,0.11409396,0.90234375,0.377521614
13,18,290.0,0.087248322,0.875,0.172910663
13,19,290.0,0.087248322,0.83984375,0.028818444
13,20,290.0,0.067114094,0.828125,0.0
14,6,170.0,0.0,0.79296875,0.0
14,7,10.0,0.0,0.828125,0.037463977
14,8,360.0,0.033557047,0.8515625,0.129682997
14,9,40.0,0.053691275,0.8984375,0.354466859
14,10,80.0,0.140939597,0.93359375,0.46685879
14,11,50.0,0.174496644,0.94921875,0.714697406
14,12,50.0,0.241610738,0.96875,0.720461095
14,13,80.0,0.255033557,0.97265625,0.703170029
14,14,,,0.9765625,0.922190202
14,15,120.0,0.275167785,0.95703125,0.631123919
14,16,80.0,0.288590604,0.90625,0.363112392
14,17,100.0,0.275167785,0.85546875,0.132564841
14,18,80.0,0.288590604,0.8671875,0.074927954
14,19,,,0.84375,0.008645533
14,20,80.0,0.268456376,0.83984375,0.0
15,6,100.0,0.33557047,0.75390625,0.0
15,7,90.0,0.355704698,0.7421875,0.011527378
15,8,100.0,0.389261745,0.71875,0.069164265
15,9,,,0.73828125,0.158501441
15,10,100.0,0.422818792,0.72265625,0.132564841
15,11,100.0,0.382550336,0.71484375,0.155619597
15,12,110.0,0.362416107,0.78125,0.273775216
15,13,110.0,0.543624161,0.765625,0.233429395
15,14,120.0,0.55704698,0.76953125,0.141210375
15,15,120.0,0.691275168,0.77734375,0.126801153
15,16,120.0,0.597315436,0.76171875,0.144092219
15,17,120.0,0.718120805,0.76953125,0.086455331
15,18,120.0,0.66442953,0.74609375,0.014409222
15,19,120.0,0.644295302,0.75390625,0.0
15,20,120.0,0.570469799,0.70703125,0.0
16,6,140.0,0.583892617,0.7421875,0.0
16,7,140.0,0.476510067,0.734375,0.0
16,8,140.0,0.476510067,0.73046875,0.017291066
16,9,140.0,0.476510067,0.76171875,0.031700288
16,10,140.0,0.369127517,0.79296875,0.069164265
16,11,140.0,0.402684564,0.8046875,0.109510086
16,12,140.0,0.429530201,0.80859375,0.187319885
16,13,,,0.8203125,0.227665706
16,14,150.0,0.322147651,0.7578125,0.152737752
16,15,170.0,0.369127517,0.73046875,0.086455331
16,16,170.0,0.322147651,0.7734375,0.132564841
16,17,170.0,0.409395973,0.7890625,0.172910663
16,18,160.0,0.348993289,0.78515625,0.034582133
16,19,160.0,0.281879195,0.77734375,0.005763689
16,20,160.0,0.308724832,0.78515625,0.0
17,6,140.0,0.275167785,0.7578125,0.0
17,7,140.0,0.315436242,0.75,0.017291066
17,8,140.0,0.302013423,0.77734375,0.051873199
17,9,140.0,0.281879195,0.78515625,0.097982709
17,10,130.0,0.32885906,0.8203125,0.250720461
17,11,130.0,0.302013423,0.84765625,0.331412104
17,12,140.0,0.288590604,0.84765625,0.57925072
17,13,140.0,0.32885906,0.8671875,0.585014409
17,14,140.0,0.288590604,0.859375,0.619596542
17,15,140.0,0.302013423,0.8671875,0.619596542
17,16,130.0,0.234899329,0.88671875,0.573487032
17,17,130.0,0.181208054,0.8515625,0.328530259
17,18,140.0,0.241610738,0.8125,0.170028818
17,19,130.0,0.194630872,0.796875,0.014409222
17,20,130.0,0.147651007,0.79296875,0.0
18,6,120.0,0.127516779,0.73828125,0.0
18,7,120.0,0.134228188,0.75390625,0.040345821
18,8,120.0,0.174496644,0.81640625,0.25648415
18,9,110.0,0.181208054,0.85546875,0.452449568
18,10,120.0,0.194630872,0.89453125,0.680115274
18,11,120.0,0.187919463,0.91796875,0.838616715
18,12,120.0,0.234899329,0.93359375,0.948126801
18,13,120.0,0.214765101,0.92578125,0.985590778
18,14,120.0,0.194630872,0.94140625,0.942363112
18,15,120.0,0.154362416,0.93359375,0.806916427
18,16,,,0.89453125,0.654178674
18,17,120.0,0.154362416,0.87890625,0.435158501
18,18,120.0,0.174496644,0.84765625,0.204610951
18,19,120.0,0.140939597,0.7890625,0.028818444
18,20,120.0,0.073825503,0.765625,0.0
19,6,280.0,0.0,0.69921875,0.0
19,7,280.0,0.060402685,0.70703125,0.020172911
19,8,270.0,0.100671141,0.75390625,0.207492795
19,9,270.0,0.053691275,0.78515625,0.265129683
19,10,280.0,0.120805369,0.8203125,0.570605187
19,11,270.0,0.174496644,0.84375,0.731988473
19,12,270.0,0.181208054,0.8671875,0.786743516
19,13,270.0,0.181208054,0.8984375,0.504322767
19,14,270.0,0.167785235,0.84765625,0.391930836
19,15,290.0,0.161073826,0.89453125,0.648414986
19,16,270.0,0.161073826,0.90234375,0.570605187
19,17,270.0,0.187919463,0.89453125,0.383285303
19,18,270.0,0.167785235,0.890625,0.175792507
19,19,270.0,0.161073826,0.859375,0.028818444
19,20,290.0,0.046979866,0.85546875,0.0
20,6,270.0,0.0,0.7421875,0.0
20,7,270.0,0.0,0.7578125,0.031700288
20,8,270.0,0.0,0.796875,0.178674352
20,9,280.0,0.033557047,0.8515625,0.360230548
20,10,270.0,0.154362416,0.85546875,0.530259366
20,11,270.0,0.140939597,0.90234375,0.694524496
20,12,270.0,0.161073826,0.9296875,0.763688761
20,13,270.0,0.147651007,0.94921875,0.625360231
20,14,280.0,0.154362416,0.96875,0.616714697
20,15,300.0,0.040268456,1.0,0.593659942
20,16,290.0,0.067114094,0.96484375,0.489913545
20,17,290.0,0.134228188,0.93359375,0.311239193
20,18,290.0,0.080536913,0.8984375,0.126801153
20,19,290.0,0.11409396,0.85546875,0.020172911
20,20,330.0,0.0,0.85546875,0.0
21,6,330.0,0.0,0.75390625,0.0
21,7,290.0,0.060402685,0.765625,0.031700288
21,8,280.0,0.0,0.80078125,0.158501441
21,9,280.0,0.053691275,0.8203125,0.282420749
21,10,270.0,0.140939597,0.85546875,0.507204611
21,11,270.0,0.134228188,0.90234375,0.639769452
21,12,270.0,0.10738255,0.91015625,0.608069164
21,13,130.0,0.046979866,0.96875,0.674351585
21,14,130.0,0.154362416,0.97265625,0.720461095
21,15,120.0,0.134228188,0.97265625,0.619596542
21,16,120.0,0.080536913,0.9453125,0.492795389
21,17,110.0,0.080536913,0.91796875,0.311239193
21,18,190.0,0.0,0.87890625,0.121037464
21,19,280.0,0.013422819,0.84375,0.014409222
21,20,290.0,0.0,0.828125,0.0
22,6,120.0,0.0,0.76953125,0.0
22,7,110.0,0.0,0.7734375,0.020172911
22,8,110.0,0.0,0.79296875,0.060518732
22,9,110.0,0.0,0.86328125,0.30259366
22,10,130.0,0.040268456,0.92578125,0.510086455
22,11,150.0,0.134228188,0.94921875,0.665706052
22,12,150.0,0.174496644,0.984375,0.81556196
22,13,160.0,0.10738255,0.99609375,0.688760807
22,14,130.0,0.154362416,0.98828125,0.74351585
22,15,130.0,0.22147651,0.96484375,0.677233429
22,16,130.0,0.302013423,0.9140625,0.489913545
22,17,130.0,0.201342282,0.890625,0.345821326
22,18,140.0,0.167785235,0.83984375,0.103746398
22,19,120.0,0.22147651,0.8203125,0.017291066
22,20,120.0,0.248322148,0.80859375,0.0
23,6,100.0,0.093959732,0.7890625,0.0
23,7,110.0,0.127516779,0.80078125,0.020172911
23,8,120.0,0.120805369,0.81640625,0.077809798
23,9,120.0,0.134228188,0.8359375,0.16426513
23,10,120.0,0.194630872,0.8671875,0.30259366
23,11,120.0,0.241610738,0.92578125,0.639769452
23,12,130.0,0.261744966,0.9140625,0.631123919
23,13,120.0,0.194630872,0.91796875,0.570605187
23,14,130.0,0.248322148,0.94140625,0.841498559
23,15,120.0,0.214765101,0.89453125,0.530259366
23,16,120.0,0.214765101,0.90234375,0.530259366
23,17,120.0,0.201342282,0.88671875,0.371757925
23,18,120.0,0.22147651,0.8359375,0.187319885
23,19,120.0,0.22147651,0.80078125,0.023054755
23,20,120.0,0.194630872,0.78515625,0.0
24,6,120.0,0.147651007,0.765625,0.0
24,7,120.0,0.161073826,0.7734375,0.031700288
24,8,120.0,0.147651007,0.796875,0.198847262
24,9,120.0,0.248322148,0.875,0.458213256
24,10,120.0,0.214765101,0.8828125,0.553314121
24,11,120.0,0.22147651,0.90234375,0.536023055
24,12,120.0,0.241610738,0.9140625,0.775216138
24,13,120.0,0.22147651,0.9296875,0.841498559
24,14,130.0,0.248322148,0.921875,0.841498559
24,15,140.0,0.248322148,0.92578125,0.832853026
24,16,140.0,0.234899329,0.90625,0.662824207
24,17,130.0,0.208053691,0.87109375,0.429394813
24,18,120.0,0.181208054,0.828125,0.178674352
24,19,130.0,0.154362416,0.79296875,0.025936599
24,20,120.0,0.187919463,0.78515625,0.0
25,6,120.0,0.174496644,0.76171875,0.0
25,7,100.0,0.100671141,0.76171875,0.011527378
25,8,110.0,0.147651007,0.78515625,0.09221902
25,9,120.0,0.127516779,0.8203125,0.308357349
25,10,120.0,0.268456376,0.88671875,0.515850144
25,11,120.0,0.228187919,0.8671875,0.585014409
25,12,120.0,0.208053691,0.89453125,0.858789625
25,13,120.0,0.201342282,0.8984375,0.922190202
25,14,120.0,0.234899329,0.91015625,0.786743516
25,15,120.0,0.22147651,0.90234375,0.763688761
25,16,120.0,0.201342282,0.8828125,0.582132565
25,17,130.0,0.174496644,0.84375,0.380403458
25,18,110.0,0.174496644,0.8046875,0.181556196
25,19,120.0,0.161073826,0.76953125,0.023054755
25,20,130.0,0.174496644,0.75390625,0.0
26,6,80.0,0.046979866,0.734375,0.0
26,7,120.0,0.11409396,0.73828125,0.023054755
26,8,100.0,0.10738255,0.7734375,0.123919308
26,9,120.0,0.154362416,0.78125,0.170028818
26,10,120.0,0.187919463,0.78515625,0.161383285
26,11,120.0,0.140939597,0.80859375,0.270893372
26,12,130.0,0.127516779,0.890625,0.659942363
26,13,140.0,0.134228188,0.8828125,0.726224784
26,14,270.0,0.053691275,0.84375,0.319884726
26,15,280.0,0.046979866,0.81640625,0.043227666
26,16,170.0,0.013422819,0.81640625,0.100864553
26,17,300.0,0.026845638,0.83203125,0.158501441
26,18,290.0,0.161073826,0.80859375,0.060518732
26,19,300.0,0.154362416,0.7890625,0.011527378
26,20,300.0,0.140939597,0.78515625,0.0
27,6,50.0,0.087248322,0.75,0.0
27,7,30.0,0.053691275,0.7578125,0.031700288
27,8,70.0,0.040268456,0.8046875,0.178674352
27,9,50.0,0.087248322,0.84765625,0.403458213
27,10,40.0,0.093959732,0.890625,0.602305476
27,11,110.0,0.040268456,0.8671875,0.423631124
27,12,10.0,0.087248322,0.87109375,0.279538905
27,13,270.0,0.040268456,0.87890625,0.30259366
27,14,270.0,0.087248322,0.86328125,0.207492795
27,15,280.0,0.11409396,0.84765625,0.172910663
27,16,270.0,0.093959732,0.8671875,0.308357349
27,17,270.0,0.087248322,0.8671875,0.195965418
27,18,180.0,0.020134228,0.8359375,0.089337176
27,19,140.0,0.0,0.80859375,0.017291066
27,20,290.0,0.026845638,0.8125,0.0
28,6,20.0,0.100671141,0.734375,0.0
28,7,40.0,0.073825503,0.73046875,0.028818444
28,8,20.0,0.134228188,0.7734375,0.187319885
28,9,20.0,0.201342282,0.796875,0.406340058
28,10,20.0,0.167785235,0.84375,0.60518732
28,11,20.0,0.181208054,0.875,0.755043228
28,12,280.0,0.073825503,0.8984375,0.801152738
28,13,270.0,0.10738255,0.90234375,0.458213256
28,14,280.0,0.080536913,0.875,0.368876081
28,15,280.0,0.080536913,0.89453125,0.354466859
28,16,290.0,0.140939597,0.8984375,0.501440922
28,17,280.0,0.154362416,0.8828125,0.239193084
28,18,280.0,0.100671141,0.86328125,0.121037464
28,19,260.0,0.11409396,0.8359375,0.011527378
28,20,280.0,0.080536913,0.84765625,0.0
29,6,270.0,0.0,0.74609375,0.0
29,7,270.0,0.0,0.76171875,0.028818444
29,8,270.0,0.026845638,0.80078125,0.18443804
29,9,280.0,0.046979866,0.8671875,0.389048991
29,10,290.0,0.020134228,0.921875,0.57925072
29,11,20.0,0.046979866,0.93359375,0.720461095
29,12,280.0,0.026845638,0.96875,0.755043228
29,13,270.0,0.046979866,0.9453125,0.515850144
29,14,260.0,0.093959732,0.953125,0.668587896
29,15,270.0,0.154362416,0.96484375,0.622478386
29,16,110.0,0.067114094,0.9453125,0.438040346
29,17,160.0,0.134228188,0.9140625,0.279538905
29,18,160.0,0.080536913,0.8828125,0.095100865
29,19,170.0,0.0,0.86328125,0.008645533
29,20,290.0,0.013422819,0.85546875,0.0
30,6,300.0,0.0,0.75390625,0.0
30,7,280.0,0.0,0.76171875,0.025936599
30,8,290.0,0.0,0.80078125,0.170028818
30,9,280.0,0.060402685,0.84375,0.380403458
30,10,280.0,0.093959732,0.87109375,0.556195965
30,11,270.0,0.167785235,0.89453125,0.645533141
30,12,270.0,0.140939597,0.921875,0.714697406
30,13,270.0,0.11409396,0.91015625,0.518731988
30,14,270.0,0.067114094,0.8984375,0.21037464
30,15,270.0,0.013422819,0.87890625,0.095100865
30,16,130.0,0.067114094,0.9296875,0.285302594
30,17,110.0,0.120805369,0.91015625,0.293948127
30,18,120.0,0.10738255,0.8671875,0.11815562
30,19,120.0,0.067114094,0.81640625,0.011527378
30,20,120.0,0.060402685,0.796875,0.0
31,6,120.0,0.093959732,0.74609375,0.0
31,7,120.0,0.053691275,0.7578125,0.023054755
31,8,120.0,0.067114094,0.78515625,0.063400576
31,9,120.0,0.120805369,0.86328125,0.308357349
31,10,130.0,0.147651007,0.87890625,0.458213256
31,11,120.0,0.194630872,0.9375,0.556195965
31,12,120.0,0.248322148,0.94921875,0.853025937
31,13,120.0,0.194630872,0.91796875,0.775216138
31,14,130.0,0.208053691,0.9296875,0.763688761
31,15,130.0,0.22147651,0.91015625,0.585014409
31,16,130.0,0.208053691,0.89453125,0.515850144
31,17,120.0,0.22147651,0.8828125,0.374639769
31,18,130.0,0.167785235,0.828125,0.161383285
31,19,120.0,0.187919463,0.796875,0.011527378
31,20,120.0,0.167785235,0.7890625,0.0
32,6,90.0,0.127516779,0.734375,0.0
32,7,110.0,0.100671141,0.74609375,0.025936599
32,8,60.0,0.120805369,0.7890625,0.178674352
32,9,90.0,0.161073826,0.82421875,0.386167147
32,10,120.0,0.234899329,0.8125,0.374639769
32,11,120.0,0.234899329,0.8828125,0.69740634
32,12,120.0,0.288590604,0.89453125,0.829971182
32,13,120.0,0.268456376,0.90625,0.867435159
32,14,120.0,0.288590604,0.90625,0.832853026
32,15,120.0,0.261744966,0.890625,0.731988473
32,16,120.0,0.261744966,0.875,0.541786744
32,17,120.0,0.268456376,0.83984375,0.319884726
32,18,120.0,0.275167785,0.80078125,0.129682997
32,19,120.0,0.248322148,0.765625,0.008645533
32,20,130.0,0.194630872,0.76171875,0.0
33,6,70.0,0.147651007,0.7265625,0.0
33,7,80.0,0.174496644,0.73046875,0.031700288
33,8,100.0,0.167785235,0.7734375,0.175792507
33,9,100.0,0.201342282,0.79296875,0.311239193
33,10,90.0,0.194630872,0.8515625,0.498559078
33,11,120.0,0.234899329,0.875,0.760806916
33,12,120.0,0.228187919,0.90234375,0.867435159
33,13,130.0,0.261744966,0.91015625,0.899135447
33,14,130.0,0.22147651,0.91015625,0.847262248
33,15,130.0,0.255033557,0.890625,0.734870317
33,16,130.0,0.241610738,0.875,0.553314121
33,17,140.0,0.174496644,0.83203125,0.342939481
33,18,130.0,0.174496644,0.78515625,0.13832853
33,19,140.0,0.134228188,0.75390625,0.011527378
33,20,120.0,0.181208054,0.734375,0.0
34,6,90.0,0.067114094,0.72265625,0.0
34,7,90.0,0.093959732,0.734375,0.025936599
34,8,80.0,0.100671141,0.76171875,0.172910663
34,9,60.0,0.100671141,0.7890625,0.314121037
34,10,110.0,0.140939597,0.8515625,0.478386167
34,11,120.0,0.214765101,0.8984375,0.723342939
34,12,130.0,0.255033557,0.890625,0.844380403
34,13,120.0,0.234899329,0.890625,0.876080692
34,14,130.0,0.288590604,0.90234375,0.853025937
34,15,120.0,0.241610738,0.8984375,0.688760807
34,16,120.0,0.22147651,0.84765625,0.481268012
34,17,110.0,0.181208054,0.84375,0.322766571
34,18,110.0,0.194630872,0.796875,0.123919308
34,19,120.0,0.208053691,0.7578125,0.008645533
34,20,110.0,0.194630872,0.74609375,0.0
35,6,120.0,0.046979866,0.72265625,0.0
35,7,90.0,0.053691275,0.7421875,0.025936599
35,8,80.0,0.100671141,0.77734375,0.167146974
35,9,110.0,0.154362416,0.80078125,0.276657061
35,10,120.0,0.194630872,0.84765625,0.389048991
35,11,120.0,0.208053691,0.875,0.544668588
35,12,120.0,0.214765101,0.8984375,0.680115274
35,13,120.0,0.234899329,0.90234375,0.841498559
35,14,120.0,0.194630872,0.9140625,0.824207493
35,15,120.0,0.214765101,0.90625,0.706051873
35,16,140.0,0.214765101,0.86328125,0.521613833
35,17,130.0,0.194630872,0.83984375,0.319884726
35,18,120.0,0.208053691,0.7890625,0.11815562
35,19,120.0,0.174496644,0.76171875,0.008645533
35,20,120.0,0.208053691,0.75390625,0.0
36,6,110.0,0.080536913,0.71484375,0.0
36,7,120.0,0.161073826,0.7265625,0.020172911
36,8,120.0,0.187919463,0.77734375,0.121037464
36,9,120.0,0.187919463,0.8046875,0.25648415
36,10,120.0,0.208053691,0.8515625,0.489913545
36,11,120.0,0.241610738,0.890625,0.694524496
36,12,120.0,0.234899329,0.90625,0.83573487
36,13,120.0,0.214765101,0.91015625,0.873198847
36,14,150.0,0.241610738,0.9140625,0.827089337
36,15,150.0,0.275167785,0.89453125,0.708933718
36,16,150.0,0.288590604,0.875,0.53314121
36,17,140.0,0.234899329,0.83203125,0.317002882
36,18,130.0,0.154362416,0.7890625,0.112391931
36,19,120.0,0.194630872,0.75,0.008645533
36,20,120.0,0.187919463,0.74609375,0.0
